CaseId,Title,Archetype,ArchetypeName,PrimaryStateOwner,Grains,DataContracts,Detectors,DetectionMode,AIRole
CASE-270,Internalization Profit at Customer Expense,routing_venue,Routing / execution quality / ATS / venue conflict,RoutingQualityGrain,RoutingQualityGrain;ClientOrderWindowGrain;ParticipantInstrumentGrain;VenueGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;RoutingDecisionEvent;ExecutionEvent;VenueFeeEvent;NBBOEvent,Cross-Venue Synchronization; Trade-Report Timing / Accuracy; Price Impact,Rules + routing/venue configuration and fee data; AI not required,Not required.
CASE-271,Issuer Buyback While Possessing MNPI,insider,Insider dealing / MNPI-linked trading,CorporateEventGrain,CorporateEventGrain;RelationshipGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;CorporateEvent;InsiderRelationshipEvent;HoldingEvent,Pre-Event Abnormal Trading; Related-Account Graph,Rules + external/reference data; AI not required,Future NLP can enrich event/news understanding; deterministic trade-event correlation remains the core.
CASE-272,Dark-Pool Subscriber Information Trading Abuse,routing_venue,Routing / execution quality / ATS / venue conflict,RoutingQualityGrain,RoutingQualityGrain;ClientOrderWindowGrain;ParticipantInstrumentGrain;VenueGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;RoutingDecisionEvent;ExecutionEvent;VenueFeeEvent;NBBOEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching; Pre-Event Abnormal Trading; Price Impact,Rules + routing/venue configuration and fee data; AI not required,Not required.
CASE-273,Dark-Pool Subscriber Information Marketing Abuse,routing_venue,Routing / execution quality / ATS / venue conflict,RoutingQualityGrain,RoutingQualityGrain;ClientOrderWindowGrain;ParticipantInstrumentGrain;VenueGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;RoutingDecisionEvent;ExecutionEvent;VenueFeeEvent;NBBOEvent,Cross-Venue Synchronization; Trade-Report Timing / Accuracy; Price Impact,Rules + routing/venue configuration and fee data; AI not required,Not required.
CASE-274,Secret Proprietary Desk Inside an ATS,routing_venue,Routing / execution quality / ATS / venue conflict,RoutingQualityGrain,RoutingQualityGrain;ClientOrderWindowGrain;ParticipantInstrumentGrain;VenueGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;RoutingDecisionEvent;ExecutionEvent;VenueFeeEvent;NBBOEvent,Auction Indicative-Price Impact; Price Impact; Volume Participation; Cross-Venue Synchronization; Trade-Report Timing / Accuracy,Rules + routing/venue configuration and fee data; AI not required,Not required.
CASE-275,Hidden Affiliate Counterparty Dominance,routing_venue,Routing / execution quality / ATS / venue conflict,RoutingQualityGrain,RoutingQualityGrain;ClientOrderWindowGrain;ParticipantInstrumentGrain;VenueGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;RoutingDecisionEvent;ExecutionEvent;VenueFeeEvent;NBBOEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching; Cross-Venue Synchronization; Trade-Report Timing / Accuracy,Rules + routing/venue configuration and fee data; AI not required,Not required.
CASE-276,False Dark-Pool Anti-Predatory-Trading Claims,routing_venue,Routing / execution quality / ATS / venue conflict,RoutingQualityGrain,RoutingQualityGrain;ClientOrderWindowGrain;ParticipantInstrumentGrain;VenueGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;RoutingDecisionEvent;ExecutionEvent;VenueFeeEvent;NBBOEvent,Cross-Product Economic Benefit; Price Impact; Volume Participation; Cross-Venue Synchronization; Trade-Report Timing / Accuracy,Rules + routing/venue configuration and fee data; AI not required,Not required.
CASE-277,Undisclosed Preferential ATS Order Type,routing_venue,Routing / execution quality / ATS / venue conflict,RoutingQualityGrain,RoutingQualityGrain;ClientOrderWindowGrain;ParticipantInstrumentGrain;VenueGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;RoutingDecisionEvent;ExecutionEvent;VenueFeeEvent;NBBOEvent,Auction Indicative-Price Impact; Price Impact; Volume Participation; Cross-Venue Synchronization; Trade-Report Timing / Accuracy,Rules + routing/venue configuration and fee data; AI not required,Not required.
CASE-278,Sub-Penny Priority Jumping,routing_venue,Routing / execution quality / ATS / venue conflict,RoutingQualityGrain,RoutingQualityGrain;ClientOrderWindowGrain;ParticipantInstrumentGrain;VenueGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;RoutingDecisionEvent;ExecutionEvent;VenueFeeEvent;NBBOEvent,Cross-Venue Synchronization; Trade-Report Timing / Accuracy; Price Impact; Volume Participation; Position Concentration,Rules + routing/venue configuration and fee data; AI not required,Not required.
CASE-279,Selective ATS Functionality Access,benchmark,Benchmark / VWAP / TWAP / settlement reference abuse,BenchmarkWindowGrain,BenchmarkWindowGrain;InstrumentGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentRelationGrain;RuleEvaluationWorkerGrain,ExecutionEvent;BenchmarkEvent;PositionEvent;ReferencePriceEvent,Benchmark-Window Participation; Price Impact; Volume Participation; Cross-Venue Synchronization; Trade-Report Timing / Accuracy,Rules; AI not required,Not required.
CASE-280,Execution-Venue Masking,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Trade-Report Timing / Accuracy; Time / Price / Quantity Matching,Rules; AI not required,Not required.
CASE-281,Selective Early Market-Data Dissemination,routing_venue,Routing / execution quality / ATS / venue conflict,RoutingQualityGrain,RoutingQualityGrain;ClientOrderWindowGrain;ParticipantInstrumentGrain;VenueGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;RoutingDecisionEvent;ExecutionEvent;VenueFeeEvent;NBBOEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + routing/venue configuration and fee data; AI not required,Not required.
CASE-282,Selective Advance Distribution of Research,offering,IPO / offering / distribution / stabilization abuse,CorporateEventGrain,CorporateEventGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentGrain;RuleEvaluationWorkerGrain,OfferingEvent;AllocationEvent;ExecutionEvent;OrderEvent;PositionEvent,Volume Participation; Pre-Event Abnormal Trading; Price Impact,Rules + offering/tender reference data; AI not required,Not required.
CASE-283,Analyst Trading Against Own Recommendation,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Price Impact; Volume Participation; Rapid Position Reversal,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-284,Research-Analyst Blackout Trading,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Trade-Report Timing / Accuracy; Time / Price / Quantity Matching,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-285,Research-Analyst Selective MNPI Disclosure,insider,Insider dealing / MNPI-linked trading,CorporateEventGrain,CorporateEventGrain;RelationshipGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;CorporateEvent;InsiderRelationshipEvent;HoldingEvent,Cross-Product Economic Benefit; Price Impact; Volume Participation; Pre-Event Abnormal Trading; Related-Account Graph,Rules + external/reference data; AI not required,Future NLP can enrich event/news understanding; deterministic trade-event correlation remains the core.
CASE-286,False Securities-Loan Reporting,securities_lending,Securities lending abuse,SecuritiesLoanGrain,SecuritiesLoanGrain;PositionGrain;AccountGrain;BeneficialOwnerGrain;RuleEvaluationWorkerGrain,SecuritiesLoanEvent;CollateralEvent;SettlementEvent;AccountReference,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + securities-lending data; AI not required,Not required.
CASE-287,Securities-Loan Quantity Misreporting,securities_lending,Securities lending abuse,SecuritiesLoanGrain,SecuritiesLoanGrain;PositionGrain;AccountGrain;BeneficialOwnerGrain;RuleEvaluationWorkerGrain,SecuritiesLoanEvent;CollateralEvent;SettlementEvent;AccountReference,Short / Borrow / Settlement Status; Position Concentration; Liquidity Concentration,Rules + securities-lending data; AI not required,Not required.
CASE-288,Securities-Loan Rate / Fee Misreporting,securities_lending,Securities lending abuse,SecuritiesLoanGrain,SecuritiesLoanGrain;PositionGrain;AccountGrain;BeneficialOwnerGrain;RuleEvaluationWorkerGrain,SecuritiesLoanEvent;CollateralEvent;SettlementEvent;AccountReference,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration; Short / Borrow / Settlement Status,Rules + securities-lending data; AI not required,Not required.
CASE-289,Securities-Loan Modification Concealment,securities_lending,Securities lending abuse,SecuritiesLoanGrain,SecuritiesLoanGrain;PositionGrain;AccountGrain;BeneficialOwnerGrain;RuleEvaluationWorkerGrain,SecuritiesLoanEvent;CollateralEvent;SettlementEvent;AccountReference,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + securities-lending data; AI not required,Not required.
CASE-290,Undercollateralized Customer Securities Borrowing,securities_lending,Securities lending abuse,SecuritiesLoanGrain,SecuritiesLoanGrain;PositionGrain;AccountGrain;BeneficialOwnerGrain;RuleEvaluationWorkerGrain,SecuritiesLoanEvent;CollateralEvent;SettlementEvent;AccountReference,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + securities-lending data; AI not required,Not required.
CASE-291,Customer Fully-Paid Securities Possession/Control Abuse,securities_lending,Securities lending abuse,SecuritiesLoanGrain,SecuritiesLoanGrain;PositionGrain;AccountGrain;BeneficialOwnerGrain;RuleEvaluationWorkerGrain,SecuritiesLoanEvent;CollateralEvent;SettlementEvent;AccountReference,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + securities-lending data; AI not required,Not required.
CASE-292,Customer Reserve Requirement Manipulation Through Affiliates,broker_conduct,Broker/customer trading conduct,AccountGrain,AccountGrain;TraderGrain;ClientOrderWindowGrain;PositionGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;ExecutionEvent;AccountAuthorizationEvent;FeeEvent;PositionEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,"Rules + account, fee, authorization and broker records; AI not required",Not required.
CASE-293,Inside-Spread Spoofing,spoof_layer,Spoofing / layering / deceptive liquidity,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Cancellation Ratio; Order Lifetime; Displayed-Size Anomaly; Multi-Level Depth Pressure; Opposite-Side Execution,Rules; AI not required,Not required for core detection.
CASE-294,Best-Bid Spoofing,spoof_layer,Spoofing / layering / deceptive liquidity,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Cancellation Ratio; Order Lifetime; Displayed-Size Anomaly; Multi-Level Depth Pressure; Opposite-Side Execution,Rules; AI not required,Not required for core detection.
CASE-295,Best-Offer Spoofing,spoof_layer,Spoofing / layering / deceptive liquidity,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Cancellation Ratio; Order Lifetime; Displayed-Size Anomaly; Multi-Level Depth Pressure; Opposite-Side Execution,Rules; AI not required,Not required for core detection.
CASE-296,Away-From-Touch Spoofing,spoof_layer,Spoofing / layering / deceptive liquidity,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Cancellation Ratio; Order Lifetime; Displayed-Size Anomaly; Multi-Level Depth Pressure; Opposite-Side Execution,Rules; AI not required,Not required for core detection.
CASE-297,Cancel-on-Touch Spoofing,spoof_layer,Spoofing / layering / deceptive liquidity,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Cancellation Ratio; Order Lifetime; Displayed-Size Anomaly; Multi-Level Depth Pressure; Opposite-Side Execution,Rules; AI not required,Not required for core detection.
CASE-298,Replenishing Spoof Orders,spoof_layer,Spoofing / layering / deceptive liquidity,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Cancellation Ratio; Order Lifetime; Displayed-Size Anomaly; Multi-Level Depth Pressure; Opposite-Side Execution,Rules; AI not required,Not required for core detection.
CASE-299,Moving-Wall Manipulation,spoof_layer,Spoofing / layering / deceptive liquidity,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; AI not required,Not required for core detection.
CASE-300,Fake Support Wall,spoof_layer,Spoofing / layering / deceptive liquidity,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration; Volume Participation,Rules; AI not required,Not required for core detection.
CASE-301,Fake Resistance Wall,spoof_layer,Spoofing / layering / deceptive liquidity,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; AI not required,Not required for core detection.
CASE-302,Synthetic Depth Creation,book_pressure,Order-book pressure / quote manipulation,OrderBookGrain,OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; AI not required,Not required for core detection.
CASE-303,Depth Withdrawal Manipulation,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration; Self / Related Beneficial Owner,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-304,Liquidity-Vacuum Manipulation,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-305,Quote-Fade Manipulation,book_pressure,Order-book pressure / quote manipulation,OrderBookGrain,OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; AI not required,Not required for core detection.
CASE-306,Bait-and-Switch Quoting,book_pressure,Order-book pressure / quote manipulation,OrderBookGrain,OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; AI not required,Not required for core detection.
CASE-307,Queue-Position Manipulation,probing_algo,Probing / algorithmic liquidity discovery abuse,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;InstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Order-Message Burst Rate; Order Lifetime; Cross-Venue Synchronization,Rules; AI/ML optional for adaptive algorithm patterns,Optional later for adaptive/novel algorithm patterns; core scenarios are rules.
CASE-308,Queue-Depletion Manipulation,book_pressure,Order-book pressure / quote manipulation,OrderBookGrain,OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Order-Message Burst Rate; Order Lifetime; Cross-Venue Synchronization,Rules; AI not required,Not required for core detection.
CASE-309,Order-Priority Gaming with Related Accounts,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching; Order-Message Burst Rate; Order Lifetime,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-310,Minimum-Quantity Probing Abuse,probing_algo,Probing / algorithmic liquidity discovery abuse,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;InstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Order-Message Burst Rate; Order Lifetime; Cross-Venue Synchronization,Rules; AI/ML optional for adaptive algorithm patterns,Optional later for adaptive/novel algorithm patterns; core scenarios are rules.
CASE-311,IOC Liquidity-Probing Abuse,probing_algo,Probing / algorithmic liquidity discovery abuse,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;InstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Order-Message Burst Rate; Order Lifetime; Cross-Venue Synchronization,Rules; AI/ML optional for adaptive algorithm patterns,Optional later for adaptive/novel algorithm patterns; core scenarios are rules.
CASE-312,FOK Liquidity-Probing Abuse,probing_algo,Probing / algorithmic liquidity discovery abuse,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;InstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Order-Message Burst Rate; Order Lifetime; Cross-Venue Synchronization,Rules; AI/ML optional for adaptive algorithm patterns,Optional later for adaptive/novel algorithm patterns; core scenarios are rules.
CASE-313,Odd-Lot Quote Shaping,book_pressure,Order-book pressure / quote manipulation,OrderBookGrain,OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration; Order-Message Burst Rate,Rules; AI not required,Not required for core detection.
CASE-314,Odd-Lot Last-Sale Marking,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-315,Micro-Order Spoofing,spoof_layer,Spoofing / layering / deceptive liquidity,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Cancellation Ratio; Order Lifetime; Displayed-Size Anomaly; Multi-Level Depth Pressure; Opposite-Side Execution,Rules; AI not required,Not required for core detection.
CASE-316,Microburst Spoofing,spoof_layer,Spoofing / layering / deceptive liquidity,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Cancellation Ratio; Order Lifetime; Displayed-Size Anomaly; Multi-Level Depth Pressure; Opposite-Side Execution,Rules; AI not required,Not required for core detection.
CASE-317,Cross-Symbol Quote Stuffing,message_abuse,Message-rate / stuffing / burst abuse,ParticipantInstrumentGrain,ParticipantInstrumentGrain;OrderBookGrain;TraderGrain;RuleEvaluationWorkerGrain,OrderEvent;OrderAckEvent;MarketPhaseEvent,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration; Order-Message Burst Rate,Rules; AI not required,Not required.
CASE-318,Feed-Delay Quote Stuffing,message_abuse,Message-rate / stuffing / burst abuse,ParticipantInstrumentGrain,ParticipantInstrumentGrain;OrderBookGrain;TraderGrain;RuleEvaluationWorkerGrain,OrderEvent;OrderAckEvent;MarketPhaseEvent,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration; Order-Message Burst Rate,Rules; AI not required,Not required.
CASE-319,Locked-Market Inducement,book_pressure,Order-book pressure / quote manipulation,OrderBookGrain,OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; AI not required,Not required for core detection.
CASE-320,Crossed-Market Inducement,book_pressure,Order-book pressure / quote manipulation,OrderBookGrain,OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; AI not required,Not required for core detection.
CASE-321,Spread-Widening Manipulation,book_pressure,Order-book pressure / quote manipulation,OrderBookGrain,OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; AI not required,Not required for core detection.
CASE-322,Spread-Narrowing Manipulation,book_pressure,Order-book pressure / quote manipulation,OrderBookGrain,OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; AI not required,Not required for core detection.
CASE-323,One-Sided Book Pressure Manipulation,book_pressure,Order-book pressure / quote manipulation,OrderBookGrain,OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; AI not required,Not required for core detection.
CASE-324,Book-Pressure Flip Manipulation,book_pressure,Order-book pressure / quote manipulation,OrderBookGrain,OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; AI not required,Not required for core detection.
CASE-325,Order-Ladder Manipulation,book_pressure,Order-book pressure / quote manipulation,OrderBookGrain,OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; AI not required,Not required for core detection.
CASE-326,Reserve-Order Replenishment Manipulation,book_pressure,Order-book pressure / quote manipulation,OrderBookGrain,OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; AI not required,Not required for core detection.
CASE-327,Iceberg-Spoof Combination,spoof_layer,Spoofing / layering / deceptive liquidity,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Cancellation Ratio; Order Lifetime; Displayed-Size Anomaly; Multi-Level Depth Pressure; Opposite-Side Execution,Rules; AI not required,Not required for core detection.
CASE-328,Midpoint-Peg Manipulation,book_pressure,Order-book pressure / quote manipulation,OrderBookGrain,OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; AI not required,Not required for core detection.
CASE-329,Pegged-Order Reference Manipulation,benchmark,Benchmark / VWAP / TWAP / settlement reference abuse,BenchmarkWindowGrain,BenchmarkWindowGrain;InstrumentGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentRelationGrain;RuleEvaluationWorkerGrain,ExecutionEvent;BenchmarkEvent;PositionEvent;ReferencePriceEvent,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; AI not required,Not required.
CASE-330,Last-Sale Price Marking,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-331,Intraday High Marking,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-332,Intraday Low Marking,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-333,Microtrade Price Setting,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-334,Sequence Painting,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-335,Alternating Print Manipulation,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Price Impact; Volume Participation; Rapid Position Reversal; Self / Related Beneficial Owner; Related-Account Graph,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
